No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,DEWP,PRES,RAIN,WSPM,station,,TEMP mean,PRES mean,DEWP mean,RAIN mean,WSPM mean,,TEMP std,PRES std,DEWP std,RAIN std,WSPM std
33884,2017,1,10,19,15,22,9,32,700,40,0.35,-19.2,1020,0,1.3,Changping,,,,,,,,,,,,
33885,2017,1,10,20,15,20,9,16,600,51,-0.675,-19.3,1020,0,1.7,Changping,,,,,,,,,,,,
33886,2017,1,10,21,15,21,9,17,600,50,-1.05,-19,1020,0,0.2,Changping,,,,,,,,,,,,
33887,2017,1,10,22,11,20,5,17,600,47,-2.475,-18.4,1020,0,1.2,Changping,,,,,,,,,,,,
33888,2017,1,10,23,19,25,6,23,700,37,-3.5,-17.9,1020,0,0.6,Changping,,,,,,,,,,,,
33889,2017,1,11,0,24,24,6,15,800,44,-3.9,-17.5,1020,0,1.3,Changping,,,,,,,,,,,,
33890,2017,1,11,1,23,23,6,12,800,34,-4.225,-17.1,1020,0,0.5,Changping,,,,,,,,,,,,
33891,2017,1,11,2,17,20,27,12,600,17,-4.625,-16.8,1019.25,0,1.8,Changping,,,,,,,,,,,,
33892,2017,1,11,3,14,17,9,10,600,23,-5.34,-16.2,1019,0,1.6,Changping,,,,,,,,,,,,
33894,2017,1,11,5,17,21,5,25,700,19,-6.433333333,-15.7,1018,0,1.4,Changping,,,,,,,,,,,,
33895,2017,1,11,6,15,25,7,24,900,28,-6.525,-15.6,1017,0,0.9,Changping,,,,,,,,,,,,
33896,2017,1,11,7,15,38,10,46,100,14,-6.525,-15.7,1017,0,1.2,Changping,,,,,,,,,,,,
33897,2017,1,11,8,30,62,11,67,1700,2,-7.15,-15.5,1017,0,0.7,Changping,,,,,,,,,,,,
33898,2017,1,11,9,40,76,11,65,2400,3,-7.05,-15.1,1017.25,0,0.6,Changping,,,,,,,,,,,,
33899,2017,1,11,10,57,111,27,74,3100,3,-3.625,-14.2,1018,0,0.8,Changping,,,,,,,,,,,,
33900,2017,1,11,11,93,145,45,95,3600,3,-0.225,-14.1,1017,0,0.8,Changping,,,,,,,,,,,,
33901,2017,1,11,12,76,88,36,85,2400,5,2.4,-13.7,1016,0,1.1,Changping,,,,,,,,,,,,
33902,2017,1,11,13,36,48,23,55,1000,34,5.65,-14.9,1014.5,0,6.5,Changping,,,,,,,,,,,,
33903,2017,1,11,14,28,56,18,42,600,45,6.44,-15.3,1013.6,0,7.3,Changping,,,,,,,,,,,,
33904,2017,1,11,15,37,63,22,46,600,41,7.025,-15.1,1013,0,4.5,Changping,,,,,,,,,,,,
33905,2017,1,11,16,24,71,22,36,500,36,7.1,-15,1013,0,5.2,Changping,,,,,,,,,,,,
33906,2017,1,11,17,29,57,21,56,700,37,6.4,-15.6,1013,0,2.1,Changping,,,,,,,,,,,,
33907,2017,1,11,18,67,62,37,84,1300,19,4.75,-15.6,1013,0,1.5,Changping,,,,,,,,,,,,
33908,2017,1,11,19,47,62,32,85,1400,16,3.075,-15.3,1013.5,0,1.1,Changping,,,,,,,,,,,,
33909,2017,1,11,20,43,55,32,71,1200,15,1.6,-15.1,1014,0,1.1,Changping,,,,,,,,,,,,
33910,2017,1,11,21,47,57,36,81,1500,9,0.4,-14.8,1014,0,1.3,Changping,,,,,,,,,,,,
33911,2017,1,11,22,24,28,15,33,800,45,0.825,-15.1,1015,0,1.3,Changping,,,,,,,,,,,,
33912,2017,1,11,23,18,26,15,27,600,58,0.375,-15,1015,0,1.4,Changping,,,,,,,,,,,,
33913,2017,1,12,0,20,29,6,37,600,40,-1.04,-14.7,1015,0,1.8,Changping,,,,,,,,,,,,
33914,2017,1,12,1,34,41,8,39,800,42,-2.4,-14.3,1014.333333,0,2.3,Changping,,,,,,,,,,,,
33915,2017,1,12,2,29,34,15,39,800,39,-2.6,-14.1,1014,0,1.4,Changping,,,,,,,,,,,,
33916,2017,1,12,3,28,31,10,44,700,34,-2.4,-13.7,1014,0,0.8,Changping,,,,,,,,,,,,
33917,2017,1,12,4,24,28,11,43,700,21,-3.04,-13.4,1014,0,1,Changping,,,,,,,,,,,,
33918,2017,1,12,5,22,23,10,46,800,31,-2.866666667,-13.3,1014,0,2.4,Changping,,,,,,,,,,,,
33919,2017,1,12,6,33,40,11,71,800,25,-0.3,-13.6,1013,0,2.6,Changping,,,,,,,,,,,,
33920,2017,1,12,7,33,45,18,54,1000,37,-0.4,-13.9,1013,0,3.6,Changping,,,,,,,,,,,,
33921,2017,1,12,8,31,60,18,59,1000,29,-1.3,-13.7,1014,0,3.9,Changping,,,,,,,,,,,,
33922,2017,1,12,9,33,58,19,41,800,41,1.24,-14,1014,0,7.1,Changping,,,,,,,,,,,,
33923,2017,1,12,10,24,50,7,38,700,44,2.675,-14.3,1014,0,5.9,Changping,,,,,,,,,,,,
33924,2017,1,12,11,20,39,18,35,500,50,3.575,-14.2,1013.5,0,5.9,Changping,,,,,,,,,,,,
33925,2017,1,12,12,21,36,8,24,500,51,4.375,-14.1,1012.25,0,6.2,Changping,,,,,,,,,,,,
33926,2017,1,12,13,19,38,8,22,500,51,5.325,-14.2,1011,0,5.4,Changping,,,,,,,,,,,,
33927,2017,1,12,14,18,34,10,21,500,51,6.075,-14.2,1009.5,0,5,Changping,,,,,,,,,,,,
33928,2017,1,12,15,27,61,12,25,500,51,6.5,-14.2,1009,0,4.4,Changping,,,,,,,,,,,,
33929,2017,1,12,16,36,66,24,44,800,43,6.2,-13.8,1008.333333,0,4.5,Changping,,,,,,,,,,,,
33930,2017,1,12,17,35,69,24,42,800,34,5.7,-13.5,1008,0,1.6,Changping,,,,,,,,,,,,
33931,2017,1,12,18,55,93,34,75,1200,25,4.25,-13.4,1008,0,1.1,Changping,,,,,,,,,,,,
33932,2017,1,12,19,50,63,19,63,1200,51,3.125,-13.4,1008.75,0,2.8,Changping,,,,,,,,,,,,
33933,2017,1,12,20,24,48,15,56,700,51,4.15,-13.1,1009,0,4,Changping,,,,,,,,,,,,
33934,2017,1,12,21,8,39,5,26,400,51,4.075,-14.6,1010,0,4.5,Changping,,,,,,,,,,,,
33935,2017,1,12,22,12,33,4,15,400,61,3.25,-14.9,1010.75,0,3.5,Changping,,,,,,,,,,,,
33936,2017,1,12,23,12,26,4,15,400,61,2.45,-15.2,1011,0,1.2,Changping,,,,,,,,,,,,
33937,2017,1,13,0,10,18,4,11,500,61,0.725,-15,1012,0,1.4,Changping,,,,,,,,,,,,
33938,2017,1,13,1,17,35,9,5,700,57,-0.26,-16.2,1012.2,0,1.8,Changping,,,,,,,,,,,,
33939,2017,1,13,2,16,13,26,2,200,38,-1.266666667,-16.9,1013,0,2,Changping,,,,,,,,,,,,
33940,2017,1,13,3,9,12,6,7,300,61,-1.6,-18,1013.6,0,3.3,Changping,,,,,,,,,,,,
33941,2017,1,13,4,6,12,3,6,200,61,-1.75,-18.3,1014,0,1.2,Changping,,,,,,,,,,,,
33942,2017,1,13,5,7,16,4,14,300,61,-2.866666667,-17.9,1014,0,2,Changping,,,,,,,,,,,,
33943,2017,1,13,6,10,23,8,26,600,61,-3.4,-17.9,1014.75,0,2.1,Changping,,,,,,,,,,,,
33944,2017,1,13,7,14,33,12,38,800,61,-3.55,-17.9,1015,0,1.7,Changping,,,,,,,,,,,,
33945,2017,1,13,8,9,34,10,28,700,61,-4.2,-17.8,1016,0,2.7,Changping,,,,,,,,,,,,
33946,2017,1,13,9,13,39,8,23,600,61,-3.375,-18,1016.75,0,1.5,Changping,,,,,,,,,,,,
33947,2017,1,13,10,10,23,11,23,600,61,-1.85,-18.1,1017.25,0,3.9,Changping,,,,,,,,,,,,
33948,2017,1,13,11,10,28,11,24,600,61,-0.625,-18.5,1018,0,4.6,Changping,,,,,,,,,,,,
33949,2017,1,13,12,10,39,9,24,600,61,0.24,-18.7,1017.8,0,6.3,Changping,,,,,,,,,,,,
33950,2017,1,13,13,14,71,9,22,500,61,0.9,-18.7,1017,0,5.4,Changping,,,,,,,,,,,,
33951,2017,1,13,14,8,51,10,21,500,61,1.55,-19.6,1016.75,0,5.4,Changping,,,,,,,,,,,,
33952,2017,1,13,15,15,52,9,22,500,61,2.2,-20.6,1016,0,6.4,Changping,,,,,,,,,,,,
33953,2017,1,13,16,9,38,8,25,600,61,2.5,-21.9,1017,0,3.5,Changping,,,,,,,,,,,,
33954,2017,1,13,17,12,44,12,40,700,61,2.075,-22.7,1017,0,3.4,Changping,,,,,,,,,,,,
33955,2017,1,13,18,12,79,11,45,800,61,0.3,-23.2,1017.8,0,1.4,Changping,,,,,,,,,,,,
33956,2017,1,13,19,21,50,18,66,1000,21,-0.733333333,-22.2,1018.333333,0,3,Changping,,,,,,,,,,,,
33957,2017,1,13,20,31,47,22,61,900,25,-1.375,-21.9,1019,0,3,Changping,,,,,,,,,,,,
33958,2017,1,13,21,25,36,16,62,900,21,-2.25,-21.5,1019.5,0,4.3,Changping,,,,,,,,,,,,
33959,2017,1,13,22,15,26,21,51,900,25,-2.825,-21.4,1020,0,1.1,Changping,,,,,,,,,,,,
33960,2017,1,13,23,28,23,11,39,900,43,-3.65,-21.5,1020.75,0,1.8,Changping,,,,,,,,,,,,
33961,2017,1,14,0,22,31,21,29,900,43,-4.175,-21.4,1021,0,1.5,Changping,,,,,,,,,,,,
33962,2017,1,14,1,13,28,20,27,800,50,-4.55,-21.9,1021,0,1,Changping,,,,,,,,,,,,
33963,2017,1,14,2,15,31,10,20,800,59,-4.76,-22.3,1021.4,0,1.3,Changping,,,,,,,,,,,,
33964,2017,1,14,3,16,13,13,30,900,55,-5.225,-21.9,1022,0,2.1,Changping,,,,,,,,,,,,
33965,2017,1,14,4,15,21,23,32,800,45,-4.8,-22.4,1022,0,4.5,Changping,,,,,,,,,,,,
33966,2017,1,14,5,25,25,18,26,800,60,-4,-23.2,1022,0,2.5,Changping,,,,,,,,,,,,
33967,2017,1,14,6,11,23,19,25,900,40,-4.1,-23.2,1022,0,6.2,Changping,,,,,,,,,,,,
33968,2017,1,14,7,19,27,23,32,800,41,-4.45,-23.4,1022,0,3.3,Changping,,,,,,,,,,,,
33969,2017,1,14,8,19,38,23,37,900,43,-5.3,-22.8,1023,0,2.9,Changping,,,,,,,,,,,,
33970,2017,1,14,9,18,33,18,30,900,51,-4.94,-22.4,1024,0,2.5,Changping,,,,,,,,,,,,
33971,2017,1,14,10,18,37,21,32,900,48,-2.4,-22.4,1024,0,2.3,Changping,,,,,,,,,,,,
33972,2017,1,14,11,17,17,25,32,800,47,-1.025,-22.9,1024.25,0,1.7,Changping,,,,,,,,,,,,
33973,2017,1,14,12,14,23,10,28,600,51,0.92,-23.2,1023.6,0,1.3,Changping,,,,,,,,,,,,
33974,2017,1,14,13,11,28,17,21,600,55,1.85,-22.1,1023,0,2,Changping,,,,,,,,,,,,
33975,2017,1,14,14,26,22,16,28,500,46,1.95,-22,1022,0,2.3,Changping,,,,,,,,,,,,
33976,2017,1,14,15,27,24,14,24,500,54,2.325,-22.5,1022,0,1.7,Changping,,,,,,,,,,,,
33977,2017,1,14,16,13,34,19,26,500,50,2.55,-23,1023,0,3.1,Changping,,,,,,,,,,,,
33978,2017,1,14,17,15,36,7,35,500,49,1.833333333,-23.2,1023,0,1,Changping,,,,,,,,,,,,
33979,2017,1,14,18,18,45,19,46,600,31,0.9,-23.9,1023.25,0,1.2,Changping,,,,,,,,,,,,
33980,2017,1,14,19,43,86,30,75,1000,16,0.2,-21.9,1024,0,1.4,Changping,,,,,,,,,,,,
33981,2017,1,14,20,48,86,33,72,1500,8,-0.75,-21.3,1024.75,0,2,Changping,,,,,,,,,,,,
33982,2017,1,14,21,48,76,28,85,1700,12,-1.3,-20,1025,0,1.3,Changping,,,,,,,,,,,,
33983,2017,1,14,22,57,111,32,86,2000,1,-1.625,-18.2,1026,0,3.3,Changping,,,,,,,,,,,,
33984,2017,1,14,23,56,96,10,80,1500,12,-2.2,-11.2,1026.5,0,2.5,Changping,,,,,,,,,,,,
33985,2017,1,15,0,54,102,20,77,1700,1,-2.55,-10.4,1027,0,2.1,Changping,,,,,,,,,,,,
33986,2017,1,15,1,54,100,17,67,1800,6,-2.95,-9.7,1027,0,2.2,Changping,,,,,,,,,,,,
33987,2017,1,15,2,53,82,43,34,1100,9,-3.15,-9,1027,0,2.4,Changping,,,,,,,,,,,,
33988,2017,1,15,3,48,80,17,37,900,12,-3.3,-8.4,1027,0,2.5,Changping,,,,,,,,,,,,
33989,2017,1,15,4,44,61,10,34,400,50,-3.625,-8.3,1027,0,2.9,Changping,,,,,,,,,,,,
33990,2017,1,15,5,46,54,10,57,700,12,-3.55,-8.5,1026.5,0,2.8,Changping,,,,,,,,,,,,
33991,2017,1,15,6,45,64,18,72,1100,6,-3.7,-8.3,1026,0,2,Changping,,,,,,,,,,,,
33992,2017,1,15,7,51,74,12,61,1200,9,-3.8,-8.3,1026,0,2.4,Changping,,,,,,,,,,,,
33993,2017,1,15,8,52,75,11,70,1300,1,-3.9,-8,1025.5,0,2.4,Changping,,,,,,,,,,,,
33994,2017,1,15,9,50,72,7,64,1300,7,-3.95,-7.7,1025,0,2.3,Changping,,,,,,,,,,,,
33995,2017,1,15,10,55,83,16,69,1300,8,-3.75,-7.7,1025.25,0,2.4,Changping,,,,,,,,,,,,
33996,2017,1,15,11,59,71,15,66,1400,14,-3.5,-7.5,1025,0,1.9,Changping,,,,,,,,,,,,
33997,2017,1,15,12,63,75,22,60,1300,13,-3.1,-7.4,1024,0,2.1,Changping,,,,,,,,,,,,
33998,2017,1,15,13,70,74,21,57,1200,10,-2.9,-7.9,1022.75,0,1.5,Changping,,,,,,,,,,,,
33999,2017,1,15,14,69,86,11,57,1000,19,-2.72,-8.4,1021.6,0,1.4,Changping,,,,,,,,,,,,
34000,2017,1,15,15,80,89,17,51,900,27,-2.266666667,-8.9,1021,0,0.9,Changping,,,,,,,,,,,,
34001,2017,1,15,16,80,106,18,56,900,29,-2.26,-9.5,1021,0,0.1,Changping,,,,,,,,,,,,
34002,2017,1,15,17,91,104,9,52,900,25,-2.3,-9.5,1021,0,0.8,Changping,,,,,,,,,,,,
34003,2017,1,15,18,94,107,17,49,1000,27,-2.34,-9.7,1021,0,0.9,Changping,,,,,,,,,,,,
34004,2017,1,15,19,99,113,9,61,1000,23,-2.4,-9.8,1021,0,1.3,Changping,,,,,,,,,,,,
34005,2017,1,15,20,106,110,12,71,1400,8,-2.625,-9.4,1021.75,0,1.2,Changping,,,,,,,,,,,,
34006,2017,1,15,21,93,91,7,60,1300,3,-2.55,-9.4,1022,0,1,Changping,,,,,,,,,,,,
34007,2017,1,15,22,103,94,15,73,1400,1,-2.575,-9.4,1022,0,0.7,Changping,,,,,,,,,,,,
34008,2017,1,15,23,99,95,12,65,1300,13,-2.65,-8.6,1022,0,0.9,Changping,,,,,,,,,,,,
34009,2017,1,16,0,96,107,13,66,1500,3,-2.825,-9.3,1022,0,0.6,Changping,,,,,,,,,,,,
34010,2017,1,16,1,109,127,11,67,1900,1,-2.9,-8.3,1022,0,0.8,Changping,,,,,,,,,,,,
34011,2017,1,16,2,118,131,22,74,2000,12,-2.8,-8.2,1022,0,0.5,Changping,,,,,,,,,,,,
34012,2017,1,16,3,114,113,11,70,1800,6,-2.8,-8.3,1022,0,1,Changping,,,,,,,,,,,,
34013,2017,1,16,4,112,112,15,68,1700,9,-2.666666667,-8.5,1022,0,1.2,Changping,,,,,,,,,,,,
34014,2017,1,16,5,97,109,14,68,1600,1,-2.8,-8.4,1021.2,0,1.4,Changping,,,,,,,,,,,,
34015,2017,1,16,6,104,108,18,67,1800,1,-2.925,-8.4,1022,0,1,Changping,,,,,,,,,,,,
34016,2017,1,16,7,83,83,22,63,1300,12,-2.8,-8.3,1022,0,1.9,Changping,,,,,,,,,,,,
34017,2017,1,16,8,85,89,19,66,1300,12,-2.825,-8.4,1022.75,0,2.2,Changping,,,,,,,,,,,,
34018,2017,1,16,9,88,94,21,54,1300,10,-2.8,-8.2,1023.25,0,1.1,Changping,,,,,,,,,,,,
34019,2017,1,16,10,84,88,15,46,1100,18,-2.775,-8.2,1024,0,1.5,Changping,,,,,,,,,,,,
34020,2017,1,16,11,90,90,14,46,1100,23,-2.84,-6.6,1024,0,1.5,Changping,,,,,,,,,,,,
34021,2017,1,16,12,92,92,17,42,1200,20,-2.7,-6.6,1023.75,0,0.8,Changping,,,,,,,,,,,,
34022,2017,1,16,13,98,98,26,48,1200,22,-2.1,-6.6,1022.666667,0,1,Changping,,,,,,,,,,,,
34023,2017,1,16,14,89,89,24,60,1300,15,-1.74,-6.8,1022,0,0.7,Changping,,,,,,,,,,,,
34024,2017,1,16,15,101,126,25,72,1500,7,-1.4,-7.1,1022,0,1.3,Changping,,,,,,,,,,,,
34025,2017,1,16,16,109,134,10,77,1500,12,-1.5,-7,1022,0,1.1,Changping,,,,,,,,,,,,
34026,2017,1,16,17,119,119,9,77,1400,11,-1.55,-6.7,1022,0,1.1,Changping,,,,,,,,,,,,
34027,2017,1,16,18,118,118,13,69,1300,6,-1.675,-6.9,1022,0,1,Changping,,,,,,,,,,,,
34028,2017,1,16,19,105,118,17,80,1300,12,-1.7,-6.8,1023,0,0.4,Changping,,,,,,,,,,,,
34029,2017,1,16,20,117,114,8,77,1400,1,-1.95,-6.9,1023,0,1.1,Changping,,,,,,,,,,,,
34030,2017,1,16,21,123,123,14,83,1600,6,-1.95,-6.7,1023,0,1.6,Changping,,,,,,,,,,,,
34031,2017,1,16,22,125,125,16,78,1600,12,-2.2,-6.8,1023,0,1,Changping,,,,,,,,,,,,
34032,2017,1,16,23,137,137,20,76,2100,1,-2.375,-6.7,1023,0,1.1,Changping,,,,,,,,,,,,
34033,2017,1,17,0,127,127,22,76,1600,9,-2.2,-6.7,1023,0,1.4,Changping,,,,,,,,,,,,
34034,2017,1,17,1,146,156,19,68,2400,9,-2.233333333,-6.6,1022.666667,0,0.5,Changping,,,,,,,,,,,,
34035,2017,1,17,2,140,140,44,46,1600,12,-2.24,-6.6,1022,0,1.1,Changping,,,,,,,,,,,,
34036,2017,1,17,3,128,128,21,36,1300,12,-2.325,-6.6,1022,0,1,Changping,,,,,,,,,,,,
34037,2017,1,17,4,123,123,14,35,700,13,-2.1,-6.7,1021,0,0.7,Changping,,,,,,,,,,,,
34038,2017,1,17,5,142,149,7,76,2100,1,-2.3,-6.7,1021,0,0.6,Changping,,,,,,,,,,,,
34039,2017,1,17,6,129,129,19,68,2300,9,-2.34,-6.6,1021,0,1.5,Changping,,,,,,,,,,,,
34040,2017,1,17,7,134,156,21,79,2600,12,-2.366666667,-6.6,1021,0,0.9,Changping,,,,,,,,,,,,
34041,2017,1,17,8,141,155,20,73,2800,9,-2.4,-6.5,1021,0,0.9,Changping,,,,,,,,,,,,
34042,2017,1,17,9,150,150,16,73,2800,1,-2.175,-6.6,1021.5,0,1.8,Changping,,,,,,,,,,,,
34043,2017,1,17,10,151,163,31,82,2700,2,-1.85,-7,1022,0,1.4,Changping,,,,,,,,,,,,
34044,2017,1,17,11,131,131,28,60,1600,148,-0.7,-8.9,1022,0,2,Changping,,,,,,,,,,,,
34045,2017,1,17,12,117,117,26,56,1400,17,0.066666667,-9.6,1021.333333,0,2,Changping,,,,,,,,,,,,
34046,2017,1,17,13,121,130,32,49,1500,27,1.42,-9.6,1020.2,0,1.6,Changping,,,,,,,,,,,,
34047,2017,1,17,14,132,132,28,67,1500,23,2.325,-9.7,1019,0,1.7,Changping,,,,,,,,,,,,
34048,2017,1,17,15,7,16,3,48,1200,17,2.875,-10,1019,0,2,Changping,,,,,,,,,,,,
34050,2017,1,17,17,127,122,15,2,400,141,2,-9.4,1019,0,1.5,Changping,,,,,,,,,,,,
34051,2017,1,17,18,146,146,17,91,1500,10,1.34,-8.5,1019.6,0,1.8,Changping,,,,,,,,,,,,
34052,2017,1,17,19,164,178,16,98,1800,6,0.533333333,-8.5,1020.333333,0,1.4,Changping,,,,,,,,,,,,
34053,2017,1,17,20,171,171,17,98,2000,12,-1.125,-9.2,1021.5,0,1.9,Changping,,,,,,,,,,,,
34054,2017,1,17,21,100,100,19,63,1000,17,-1.225,-11.5,1022.5,0,2.2,Changping,,,,,,,,,,,,
34055,2017,1,17,22,29,37,17,33,200,54,-0.925,-15.5,1023.25,0,2.3,Changping,,,,,,,,,,,,
34056,2017,1,17,23,14,38,10,23,100,52,-1.325,-16.8,1024,0,1.8,Changping,,,,,,,,,,,,
34057,2017,1,18,0,29,22,14,31,200,43,-2.12,-17.4,1025,0,2.6,Changping,,,,,,,,,,,,
34058,2017,1,18,1,24,25,7,32,200,48,-2.7,-17.3,1025,0,2.3,Changping,,,,,,,,,,,,
34059,2017,1,18,2,15,33,12,28,200,50,-3.1,-17,1025,0,1.3,Changping,,,,,,,,,,,,
34060,2017,1,18,3,16,26,15,22,200,45,-3.26,-16.9,1025.6,0,1.7,Changping,,,,,,,,,,,,
34062,2017,1,18,5,19,15,19,34,300,42,-3.566666667,-17.1,1025,0,2.1,Changping,,,,,,,,,,,,
34063,2017,1,18,6,22,38,21,37,500,30,-3.95,-17.2,1025,0,1.7,Changping,,,,,,,,,,,,
34064,2017,1,18,7,24,31,27,43,500,31,-4.25,-17.2,1025,0,2.3,Changping,,,,,,,,,,,,
34065,2017,1,18,8,24,41,28,42,600,37,-4.2875,-17.5,1025,0,1.5,Changping,,,,,,,,,,,,
34066,2017,1,18,9,33,40,30,43,700,29,-4.4,-17.3,1026,0,1,Changping,,,,,,,,,,,,
34067,2017,1,18,10,43,86,35,59,1000,24,-1.933333333,-16.6,1026,0,1.3,Changping,,,,,,,,,,,,
34068,2017,1,18,11,55,58,25,61,1100,9,-1.05,-15.7,1026,0,1.9,Changping,,,,,,,,,,,,
34069,2017,1,18,12,34,43,16,41,600,23,-0.775,-15.3,1025,0,1.5,Changping,,,,,,,,,,,,
34070,2017,1,18,13,33,33,13,36,300,30,-0.125,-15.4,1024,0,2.8,Changping,,,,,,,,,,,,
34071,2017,1,18,14,19,22,8,28,200,37,0.52,-16.1,1022.6,0,2.8,Changping,,,,,,,,,,,,
34072,2017,1,18,15,21,34,9,27,200,42,1.125,-16.4,1022,0,1.8,Changping,,,,,,,,,,,,
34073,2017,1,18,16,39,45,12,35,300,38,0.533333333,-15.9,1022,0,1.6,Changping,,,,,,,,,,,,
34074,2017,1,18,17,27,47,11,36,200,35,0.325,-16,1022,0,1.9,Changping,,,,,,,,,,,,
34075,2017,1,18,18,31,50,11,39,300,31,-0.2,-16,1022,0,1.2,Changping,,,,,,,,,,,,
34076,2017,1,18,19,44,70,15,59,600,12,-1.1,-15.7,1022,0,1.7,Changping,,,,,,,,,,,,
34077,2017,1,18,20,68,86,18,71,1100,3,-1.8,-15.3,1022,0,0.7,Changping,,,,,,,,,,,,
34078,2017,1,18,21,57,70,14,61,100,6,-2.625,-14.6,1022,0,1,Changping,,,,,,,,,,,,
34079,2017,1,18,22,57,72,13,60,1100,5,-3.2,-14.4,1021.75,0,1,Changping,,,,,,,,,,,,
34080,2017,1,18,23,64,76,10,64,1200,3,-3.95,-14.3,1021.25,0,1.4,Changping,,,,,,,,,,,,
34081,2017,1,19,0,69,84,12,71,1400,2,-4.42,-14.1,1020.8,0,0.9,Changping,,,,,,,,,,,,
34082,2017,1,19,1,70,86,17,63,1400,2,-4.233333333,-13.8,1020,0,1.2,Changping,,,,,,,,,,,,
34083,2017,1,19,2,77,77,36,41,800,2,-3.656666667,-13.1,1019,0,0.9,Changping,,,,,,,,,,,,
34090,2017,1,19,9,25,110,13,34,900,29,-2.35,-13.7,1019,0,6.2,Changping,,,,,,,,,,,,
34091,2017,1,19,10,17,122,10,28,700,34,-2.525,-15.3,1020,0,6.9,Changping,,,,,,,,,,,,
34092,2017,1,19,11,13,106,6,24,600,40,-2.275,-17.9,1020.75,0,7.2,Changping,,,,,,,,,,,,
34093,2017,1,19,12,12,153,4,20,500,43,-2.24,-19.6,1021,0,6.2,Changping,,,,,,,,,,,,
34094,2017,1,19,13,11,93,4,18,400,45,-2.233333333,-20.5,1021,0,5.3,Changping,,,,,,,,,,,,
34095,2017,1,19,14,10,88,5,16,400,47,-2.4,-21.5,1021,0,6.1,Changping,,,,,,,,,,,,
34096,2017,1,19,15,13,96,4,16,400,46,-2.725,-22.4,1021.75,0,5.6,Changping,,,,,,,,,,,,
34097,2017,1,19,16,15,85,5,15,400,48,-3.166666667,-23.6,1022.333333,0,5.4,Changping,,,,,,,,,,,,
34098,2017,1,19,17,13,77,7,24,500,43,-3.85,-24,1023,0,5.5,Changping,,,,,,,,,,,,
34099,2017,1,19,18,12,40,7,18,500,50,-5.15,-24.8,1024.5,0,3.3,Changping,,,,,,,,,,,,
34100,2017,1,19,19,10,32,6,14,500,56,-6.175,-26,1025.75,0,2.6,Changping,,,,,,,,,,,,
34101,2017,1,19,20,9,26,6,11,500,58,-7.075,-25.6,1026.75,0,3.1,Changping,,,,,,,,,,,,
34102,2017,1,19,21,8,20,5,9,600,59,-7.575,-25.7,1027,0,3.2,Changping,,,,,,,,,,,,
34103,2017,1,19,22,11,17,5,10,600,61,-7.675,-25,1027.75,0,1.5,Changping,,,,,,,,,,,,
34104,2017,1,19,23,6,14,3,6,600,64,-7.7,-24.7,1027.25,0,2.3,Changping,,,,,,,,,,,,
34105,2017,1,20,0,8,8,4,6,700,63,-7.86,-24.3,1027,0,2.3,Changping,,,,,,,,,,,,
34106,2017,1,20,1,8,14,3,4,700,65,-7.433333333,-23.8,1026,0,5.3,Changping,,,,,,,,,,,,
34107,2017,1,20,2,7,15,2,6,700,62,-7.6,-22.8,1026,0,1.7,Changping,,,,,,,,,,,,
34108,2017,1,20,3,5,14,2,5,700,63,-7.75,-22.6,1027,0,4,Changping,,,,,,,,,,,,
34109,2017,1,20,4,5,11,2,5,600,59,-8.325,-23,1026.75,0,2.8,Changping,,,,,,,,,,,,
34110,2017,1,20,5,4,13,2,5,700,61,-8.575,-22.8,1026,0,2.6,Changping,,,,,,,,,,,,
34111,2017,1,20,6,5,15,3,10,700,58,-9.05,-22.6,1026,0,1.4,Changping,,,,,,,,,,,,
34112,2017,1,20,7,7,15,3,14,700,54,-9.025,-22.3,1026,0,1.2,Changping,,,,,,,,,,,,
34113,2017,1,20,8,5,19,3,15,700,52,-8.375,-21.6,1027,0,1.2,Changping,,,,,,,,,,,,
34114,2017,1,20,9,14,26,9,25,900,45,-7.4,-21.2,1027,0,4.8,Changping,,,,,,,,,,,,
34115,2017,1,20,10,13,27,7,17,900,50,-4.775,-22.1,1027,0,4.7,Changping,,,,,,,,,,,,
34116,2017,1,20,11,7,24,5,13,700,52,-3.425,-22.4,1027,0,4.8,Changping,,,,,,,,,,,,
34117,2017,1,20,12,12,12,4,10,600,55,-2,-22.9,1026,0,5.4,Changping,,,,,,,,,,,,
34118,2017,1,20,13,11,11,4,10,500,59,-0.725,-23.5,1024.25,0,5.5,Changping,,,,,,,,,,,,
34119,2017,1,20,14,10,10,5,11,400,58,0.425,-24.1,1022.5,0,5.3,Changping,,,,,,,,,,,,
34120,2017,1,20,15,5,12,5,12,400,60,1.175,-24.1,1021.5,0,3.7,Changping,,,,,,,,,,,,
34121,2017,1,20,16,12,36,7,18,500,57,1.7,-23.9,1020.25,0,1.5,Changping,,,,,,,,,,,,
34122,2017,1,20,17,24,54,12,41,700,43,-0.333333333,-21.8,1021,0,3.6,Changping,,,,,,,,,,,,
34123,2017,1,20,18,32,61,17,51,900,37,-1.55,-21.7,1021,0,0.8,Changping,,,,,,,,,,,,
34124,2017,1,20,19,41,65,17,57,1100,25,-2.6,-20.7,1021,0,1.5,Changping,,,,,,,,,,,,
34125,2017,1,20,20,38,58,15,51,1100,26,-3.2,-20.4,1021,0,0.7,Changping,,,,,,,,,,,,
